date,study_hours,sleep_hours,screen_time,mood,exercise_minutes,caffeine_cups,expenses,productivity_score
2022-03-29,5.591751997387432,7.286546990831816,3.778329521773793,8,31.197022260880996,0,181.42882228443392,5.786025304632552
2022-03-30,4.04643163321933,6.689149425015156,3.32012738646548,4,47.093333040382035,0,123.10085101692817,5.720601818840217
2022-03-31,5.923881379604041,6.764380181098026,6.178701301706118,7,24.18957053170783,1,263.5656419290698,4.964993010375595
2022-04-01,5.174739588826473,6.914078488703123,4.49011714690348,4,13.520693622332818,3,186.77091068482412,4.4396045927601175
2022-04-02,6.743560982959201,6.95533331618819,4.450711539416242,8,51.307564309065945,0,62.200384242617474,7.133616393906106
2022-04-03,3.7363044310207654,7.873155452364376,4.933310716065103,6,28.297790311767884,1,116.99714590037496,4.658326223595068
2022-04-04,4.410208136124017,7.062335062968759,2.2917503233288463,7,33.32337710436316,1,412.58753055417174,5.531623377505026
2022-04-05,4.2942053243621165,7.879168092658695,5.558667681130403,5,48.52127871067192,3,184.00236150105547,5.825183489286183
2022-04-06,2.3656730933621866,6.903140103869701,3.8863535701968104,8,14.520671368583477,2,358.21627775104014,3.2025414322318153
2022-04-07,5.533016498716237,7.094362228379309,5.005720925861819,8,38.93236346458886,3,214.33502728017191,5.84029090592899
2022-04-08,5.469899489923801,4.602159178561471,2.392214150439767,7,21.15157865305664,2,373.9577635160814,4.69473360109522
2022-04-09,5.00920422195643,8.099593209642977,1.6693618509759034,6,28.01745966533442,1,366.71640174743777,6.0014806869426485
2022-04-10,4.577743159924736,7.415786171077591,5.226834487037543,7,31.084184480764332,0,167.43045730993424,5.022449757916353
2022-04-11,2.4523326643092545,8.197612131831583,4.564614289146275,5,7.496672078295958,4,51.2024333192395,3.1473607177896454
2022-04-12,4.242838419022354,4.0,2.646922668463734,8,18.31744435769348,1,59.66795229696797,3.7079068937031043
2022-04-13,4.383113870251815,9.0,2.6955053780879585,9,50.266093386197085,0,169.13384960442932,6.86576052881817
2022-04-14,3.555900915401086,6.8324924462137915,5.688152176622154,8,43.29286782877193,1,438.9634425557541,4.854711147678847
2022-04-15,4.709685719001183,8.32981938008502,2.2158821606990085,5,29.060406340091475,3,208.94379250774608,5.86363255839087
2022-04-16,5.727291542266169,5.752112887449363,6.464009429883945,7,33.64685187769339,2,264.52439500734545,4.978820345275773
2022-04-17,8.395134622178954,7.735328686075084,2.649068898028197,5,25.586362415453134,1,380.333686620339,7.267670258079019
2022-04-18,5.31424006309731,5.735901324191612,4.957587888412575,7,50.34875078741973,0,261.0321363111688,5.903810390494611
2022-04-19,5.463590703300976,6.251477247165034,3.507072286376523,7,26.99471133308754,3,257.58910385207747,5.255559635179071
2022-04-20,4.865997351620899,9.0,4.904781146623515,4,33.47763138202272,4,312.26631939451465,5.8259240155868826
2022-04-21,1.5462118124617255,6.771181119083984,3.1838289968287112,5,47.190452162130974,3,278.8969755509987,4.527217050696864
2022-04-22,4.95227502419141,7.260919447815668,3.755810640891559,6,18.339427727311403,2,240.0532894996515,4.820222604627663
2022-04-23,5.108414377893848,8.044081276826505,4.061378763093582,6,53.381837767453405,3,177.8550656802558,6.82424770774883
2022-04-24,9.433835802473515,7.594818265567126,2.4967188163277907,5,7.043078853849348,4,257.8488890865456,6.848173560333804
2022-04-25,4.653750263393979,7.180502686172292,5.111236518130189,7,54.44463196669198,0,359.43997970831407,6.181010232257238
2022-04-26,5.542785216200502,7.437953202959471,3.230179650292622,7,24.409866240720383,1,428.2004586998721,5.577235950965587
2022-04-27,4.937518814530562,9.0,3.657100126989972,6,26.359518782620775,2,279.227664156891,5.755315320998324
2022-04-28,2.8963795322848425,6.930857443559698,2.5084759380872317,5,1.6498474322558572,4,325.5161135095973,3.108244183205677
2022-04-29,7.0570810661270365,7.241318856057961,1.0,8,23.178079239334608,2,276.9730707162812,6.659840151847637
2022-04-30,6.353479458836194,8.260785275209134,3.7134583560997463,9,14.402902034596735,3,241.26706355963972,5.632428742490724
2022-05-01,6.423857504677485,8.32663111954958,7.618923132419374,6,20.88530481939791,2,301.42570786126845,5.230398702689637
2022-05-02,3.36310258136947,8.424436366672456,5.176906431847035,6,27.940335513166808,4,368.9332834312484,4.570517689975405
2022-05-03,7.525029759684978,7.7664762664350215,3.9711094303984082,7,44.36687421709358,1,161.36381639808548,7.5165795845479915
2022-05-04,2.4766680869738944,5.628394104723419,3.6056637561875986,6,33.11405027100939,1,104.86032976870911,3.8614220372169226
2022-05-05,6.056342768840486,8.960117838761315,4.0336988392180695,6,34.615149801016706,2,196.69917503635338,6.640224458255859
2022-05-06,8.942820126457962,5.624385528377575,4.820678672762815,8,13.567209167316566,0,271.1661943299704,5.872950445555518
2022-05-07,3.217034614764761,7.36316255828684,2.2287807770367327,4,16.78868865595905,2,336.98716176212315,4.211144352259038
2022-05-08,3.9806640867150103,6.094868979976771,5.671482542003308,8,56.98087527526968,3,151.0492175144512,5.533539992713359
2022-05-09,5.179372457157754,6.923033984088409,5.073071973161866,7,18.9719844785513,1,50.0,4.600581253100591
2022-05-10,4.093743822590842,7.394514892364176,5.077278588561901,6,54.84312378085943,1,199.05513433289838,5.991926850335264
2022-05-11,2.208805824080961,7.385628658540328,4.657713608214591,6,26.354082016787004,1,230.6085774341764,3.7062528887990105
2022-05-12,5.123413354650849,7.506304905082342,4.029424986540985,6,30.03431904215256,0,133.7726516588562,5.509429103649559
2022-05-13,3.087853315293011,8.936453522870377,5.00929185395023,4,46.05547740344895,0,174.3909071182688,5.525778213890019
2022-05-14,5.852466375143327,7.5442411618167755,4.887721200612067,9,49.07838632907985,4,336.7283410086998,6.665880612448276
2022-05-15,3.345036378379154,6.7070120376512214,3.4689389335884644,7,28.337811595813687,2,257.8120069596099,4.407724593557934
2022-05-16,7.789881929031571,8.156904601946028,3.1395973406546487,7,24.176354197176916,2,284.56221186093177,6.92291058682751
2022-05-17,3.5901440737947734,8.427364586709569,4.15278444289298,8,29.161193272166802,3,214.43177683894524,4.950784187940001
2022-05-18,4.420289270829784,5.526870621835609,6.323530227242781,5,35.069362923481776,1,174.5889589041674,4.356967922691107
2022-05-19,6.464330991265406,7.71688008381983,2.1413393865191486,7,43.36955530304633,0,213.7101770575856,7.287439408627139
2022-05-20,2.7844442304188806,7.841407290773078,1.7987121013713399,6,30.063447884912275,3,299.8880194179692,4.88807427641271
2022-05-21,5.409427882287433,6.642923795968009,4.247141261854775,8,39.2832944703473,3,100.86797886587831,5.8123275510805295
2022-05-22,7.3528569577083704,8.650848175973943,4.076331552784027,3,54.575395984064116,0,415.0170259832011,8.18518642029277
2022-05-23,2.1065301777897902,6.819933295560968,4.260012496555612,6,35.719644183971766,2,307.48584956824027,4.033224787450651
2022-05-24,5.332340945358148,7.150691744165851,4.36592979686275,6,34.674792840071675,1,196.41198957092848,5.671931678559863
2022-05-25,5.467789029647163,6.792313810859357,3.6651966180477924,7,7.2163376236489825,2,331.3407117886501,4.399366215654279
2022-05-26,6.407281169199159,7.018694857097761,6.2347951579031236,7,0.0,3,372.23490670731076,4.062290010148283
2022-05-27,2.7734887204194525,5.684469895725758,1.5986440322852267,5,35.82563593845252,1,216.96619503975614,4.563638319393034
2022-05-28,2.6231780964483025,5.271938940886847,2.757254462829631,5,28.577636530786915,4,228.34152102349387,3.7706016644636247
2022-05-29,5.939494818110416,8.913406075869966,3.845117859776429,6,22.27825987627887,3,399.3474213473005,5.988658653674856
2022-05-30,5.534572411819735,5.983646382018007,1.535216783268749,5,33.65295306279517,2,461.8975146918099,5.937984417001278
2022-05-31,5.4508871306225775,5.810329180652431,3.7362183933518933,8,29.093944062046376,2,252.94356575681076,5.175995843938957
2022-06-01,5.623606777094556,4.415931863675542,6.492205248592027,6,46.91670375950848,2,134.1785652911026,5.1839770859069585
2022-06-02,3.7759555011587165,6.233245902772597,4.031329732443942,2,31.29166302388467,0,202.93978450754418,4.516268726116583
2022-06-03,5.418056654889806,5.412292247911002,4.346051358578025,6,18.796150723947484,3,353.3015744469201,4.403313266299973
2022-06-04,5.5275304519376265,8.970418192163642,2.1097528522411295,5,44.852493584389336,1,146.97847039862057,7.275564792389147
2022-06-05,3.714167447552538,8.211780507211161,3.0754578879407837,4,26.74303387580696,2,229.17168002409812,5.042677992141809
2022-06-06,8.358394120060563,6.174219585786732,3.4372054295140946,5,37.898050255084605,2,279.25848814316294,7.238924362617713
2022-06-07,5.8528992576412175,9.0,3.5234273548656487,7,22.838839407107994,0,157.72853135923327,6.063706128202879
2022-06-08,2.8556537050352326,8.178118584389914,5.922465692505654,8,20.252596717538452,1,359.6434561876077,3.7093991252103824
2022-06-09,1.0,3.5,4.836536591087687,3,31.26252345278544,3,319.3967515204375,5.669777804129078
2022-06-10,3.2455729935908213,4.000713142151712,2.3328130645944523,6,30.192429653155276,4,450.9545909525292,3.8660593091797972
2022-06-11,6.416752286736414,9.0,4.369757167648007,7,37.19740553050249,0,328.1460895857772,6.89429498636373
2022-06-12,7.085472042213327,5.332513039883684,4.747332622745178,6,25.970313700353863,3,153.91103644339614,5.4915390935404265
2022-06-13,3.5227718269669213,5.02552150365173,5.7102235577819,5,2.4546032434440406,4,303.03690609091916,2.2497278151948015
2022-06-14,6.734077032639779,8.227084518411568,6.37081102985256,5,23.50839174617417,2,348.80216735158564,5.736421253181556
2022-06-15,5.743005668485697,9.0,2.477358712258197,4,41.907277007157234,2,353.9478814125346,7.17139494214907
2022-06-16,6.479708287990082,8.661127382212621,2.7837137331844928,6,25.539358811353402,1,172.31578521092638,6.5584175525895985
2022-06-17,8.414227368777105,7.676690944062831,2.1136332116280756,7,26.30424896228178,4,160.3662297644525,7.402606773395876
2022-06-18,4.558301391194833,7.713705209998343,3.648970211339528,6,44.795647588589055,2,136.03628808909883,6.103250595758467
2022-06-19,3.6432749041565184,8.02409867053637,4.699537561669501,6,19.32040159111616,2,410.4731994138866,4.254979620461078
2022-06-20,3.398874026674058,7.910714307744118,5.481001774883653,5,6.857951726356504,1,312.28788238420384,3.3193485370013582
2022-06-21,3.531541487062211,7.337429708763251,3.886073464536216,7,27.590533207117584,3,167.87813757912892,4.569311623608717
2022-06-22,4.861216923054612,7.125041324742251,3.5202287151177343,5,22.737390731268945,2,262.71889387571207,5.000944652489881
2022-06-23,5.614073554669959,6.924888246520573,4.227636988373111,8,15.506305203701189,0,237.63126865989761,4.814291113801589
2022-06-24,5.498043438794034,6.095242493359988,2.7472856475549654,5,27.369323161519638,0,152.7418531034317,5.396603495970003
2022-06-25,6.488929848264843,6.663189907759871,7.1343080825421605,5,37.37258470870175,3,253.61839439566032,5.685189515387038
2022-06-26,5.0234034053802326,4.9684518229655374,1.5885084593229122,4,29.860671576482765,4,269.0695287720439,5.177569136539334
2022-06-27,7.61636133888317,6.8819924478463,4.277110868343587,6,34.604716090293564,1,443.12530946518996,6.7475920346414355
2022-06-28,4.523617700171679,5.813690671418899,7.035409328844459,8,57.20111547773135,0,184.4312474233727,5.458889959629185
2022-06-29,9.896304499861314,5.675692819341075,4.010199766839997,7,24.85681707663654,0,79.06006758046618,7.091660996196807
2022-06-30,6.126201225977011,7.215872981384174,3.7149414474977585,8,34.17522951967004,3,145.10462646440226,6.193635693887709
2022-07-01,3.457116398450691,8.670402743613518,3.463831865784359,7,22.361799561012983,4,160.73525765677778,4.755002627203179
2022-07-02,3.072393503489998,8.101979927202775,3.729412477356388,5,17.304604201695405,4,207.30728239671046,4.0861384445193245
2022-07-03,5.868450347437734,5.115399275652187,6.059272712014796,6,21.226385198733453,3,145.34962708728574,4.318309673948237
2022-07-04,4.597766986413468,5.812446236115595,1.0,5,22.818621427174673,0,332.21220058189397,4.983548435400146
2022-07-05,6.285200889365766,8.128925425585859,6.300150551944489,8,35.39213696320688,1,138.39672369905202,6.090854810130087
2022-07-06,5.851827724232381,5.821015127754029,1.8640642713247821,5,65.23613680051136,0,252.00179682992302,7.561212386203011
2022-07-07,4.868907957217629,6.730440220003571,3.600021506148378,8,19.259348455862394,4,450.0192183522174,4.696549166173329
2022-07-08,3.475771307476871,7.660062518829462,3.3561333695520075,8,23.75062041576806,0,305.3568271763624,4.552208756265275
2022-07-09,2.2732749955654437,5.837986654163638,4.88282990465608,9,29.053154803331275,1,295.07570117123595,3.3641252532671606
2022-07-10,4.196273086279362,7.126450607375152,1.6028134721743785,6,35.93698273064621,2,435.73162007451606,5.712358167449662
2022-07-11,6.541517829782251,5.399169406098155,4.693258999122914,8,33.953262179321776,0,374.5649564236973,5.649521045862078
2022-07-12,5.385368739434367,6.278358827258543,7.036464434930279,10,49.26143690922176,3,306.51243673526034,5.631970976369778
2022-07-13,2.7576701983184213,7.3837383209710445,1.9552389931107843,6,0.0,2,218.9273150055531,3.202908796828367
2022-07-14,5.311725666532127,5.088407519761997,4.284559251415594,4,0.0,3,247.73111252102066,3.3254732389115436
2022-07-15,5.693571283511906,7.528569685552479,3.0070267333050866,4,22.56182741984776,3,242.86961323337937,5.632042571753066
2022-07-16,3.4090566148379606,6.976434641287983,4.638830809289553,8,46.45950281315563,3,209.85744524278914,5.192667678605247
2022-07-17,5.27670519070195,7.662987945300578,4.028721666123628,4,6.515279525916057,0,271.20365118829244,4.457268622012225
2022-07-18,5.1047756932028,7.268696960877594,3.0377696364335356,6,0.0,4,285.07476970476563,4.125443007577971
2022-07-19,2.9426534639048785,8.636968515968613,4.7318084273066106,7,38.56769109328813,2,125.53715328417742,5.044440155946108
2022-07-20,5.64401724862691,7.1502694031774885,6.7065221646801145,7,33.65485835554072,1,413.2042499962298,5.308527930107714
2022-07-21,6.009412147462822,6.484713350649696,3.713644312409052,7,13.646873898008554,4,290.9797513073282,4.889734911344938
2022-07-22,6.949492237715498,7.146757003638741,5.079636913222273,7,15.216905989186051,0,223.72170380493824,5.36369113676422
2022-07-23,6.8968436936628255,7.651957634843665,2.0600905631932545,8,15.453844205479884,3,272.11759787294574,6.104683234919856
2022-07-24,1.0,3.5,2.565345434772987,3,31.658029762109102,1,343.03688911586005,4.447519595306729
2022-07-25,3.311914928152779,7.048710029444659,4.7086094168205666,5,20.605270857254894,2,103.33135874141075,3.8591121324084185
2022-07-26,5.927063480975588,6.157609974631893,6.226174042803947,5,37.4109587846328,4,239.4939273519754,5.436127863548212
2022-07-27,1.0,3.5,4.53342002317849,3,0.0,4,131.4144225137667,3.917079020866949
2022-07-28,5.927085835350886,5.316873673840368,3.5304129542152687,8,17.14722202308301,1,515.700382097562,4.70988353013865
2022-07-29,10.0,9.0,3.9989371081350313,7,13.109190586334247,0,263.8186047768615,7.555672107689705
2022-07-30,6.0276029192477,5.507364117530458,2.124388399045424,8,26.154889824412617,2,132.22543524004936,5.5488775062945335
2022-07-31,7.044018152325078,6.168513762644912,4.90677298953305,5,21.929283622647922,1,609.9466780697393,5.487672788181799
2022-08-01,6.717203174287764,6.137911281316963,5.3234995934851135,9,41.9676566984365,3,196.3981421219611,6.233657887763774
2022-08-02,6.1725042523504365,8.07390925233333,3.3218645007503795,9,2.1099484250991374,2,229.09200819237927,4.949549422980098
2022-08-03,4.432515359647378,6.646060386049567,3.2949367783607477,8,30.68237214496128,4,236.32017600146375,5.085207047214475
2022-08-04,6.366144596887882,8.497290487208481,4.398817344478073,9,38.37504634817558,1,165.20469434309643,6.771248293119649
2022-08-05,3.6089146138323707,6.1918112509073575,3.3449203959391065,4,57.849711548429326,4,274.7352017496143,5.885502180422038
2022-08-06,4.573726507867984,7.334792994668562,3.9008010780612663,6,22.77351043359787,4,50.0,4.845816458402201
2022-08-07,4.126345613907613,5.997583536088291,7.149582683749773,5,34.866879065287755,4,358.58983828772915,4.175875284294726
2022-08-08,5.147373450895381,9.0,3.629461448881005,8,2.9420581115645277,0,137.21951292627796,4.694897341249715
2022-08-09,9.166385420012315,5.574881897164585,3.4624897719681664,5,0.0,4,208.46784776896882,5.5631593247619
2022-08-10,1.6389226533348533,7.371784852272433,3.028687291547261,8,42.6716156367255,3,325.1519673686163,4.558840105875979
2022-08-11,6.235268342674124,7.760532257118518,5.116287957249905,9,29.91659559527894,3,229.55389816938845,5.918366036786583
2022-08-12,2.097111431858627,7.496558916941797,3.7281637401728456,8,47.67769034697634,2,233.64522529023736,4.935775160326101
2022-08-13,4.15052264157902,6.77765480934675,3.025940442517861,7,9.398956665453763,4,148.7922557270229,3.973317508362651
2022-08-14,6.960111074541259,6.844215160319888,5.9819560484095184,5,37.79853209293129,4,459.564821747045,6.226855480331256
2022-08-15,5.115704034371833,7.052573766374931,6.129404506770456,5,58.032267608157795,1,303.148238220659,6.349356626152194
2022-08-16,3.060059399727249,6.823597598045813,3.099364651391942,8,36.295584125358985,0,141.72150517308333,4.772015255266929
2022-08-17,3.712453323332057,8.156654940153892,1.2001900729590758,8,34.148722583865734,2,267.81824460578514,5.770621258313668
2022-08-18,6.223275948082416,9.0,5.511270534755383,6,30.128341212365246,4,134.653200534869,6.215800927708393
2022-08-19,3.685340062909154,6.331009857990599,2.973055261359994,6,6.436778143111319,1,422.24142939894494,3.469200843735324
2022-08-20,5.3896254612475545,5.356236424505107,5.1859383987441525,3,50.333594035655224,0,269.9637960708546,5.78117568000924
2022-08-21,5.082029311826865,6.894061541978494,1.044844273432247,5,20.837135402924012,2,152.44534720929335,5.442121033966733
2022-08-22,3.8271193743095293,9.0,5.338896007448964,9,37.567248845745254,2,319.7590735623917,5.424142927952235
2022-08-23,8.859099360785587,6.035590518436323,2.1832421060788283,5,6.554485401431197,4,222.19243279516866,6.1313026847794845
